1028,501,V,85,179.5,182.5,220,93.5
1028,502,H,90,7,6,-260,5
1028,503,V,95,196,198,230,101.5
1028,504,H,108,6,6,-270,3
1028,505,V,76,196.5,195,305,1
1028,506,H,96,7,8,-370,96
1029,701,V,95,190,187.5,175,94
1029,702,H,84,5,5,-210,4.5
1029,703,V,99,202,202.5,310,101
1029,704,H,85,7.5,8,-370,8.5
1029,705,V,95,192.5,190.5,200,98
1029,706,H,85,6,5.5,-240,3
1029,707,V,115,207.5,209.5,110,3.5
1029,708,H,120,3,2,-130,105
1029,709,V,94,187,188,500,93.5
1029,710,H,100,10,10.5,-700,3.5
1029,711,V,98,198,200,170,98.5
1029,712,H,87,2,4.5,-190,6
1029,713,V,96,203,200,210,100
1029,714,H,98,5.5,6,-250,1.5
1029,715,V,103,187.5,1,-115,92.5
1029,716,H,98,2.5,185,-105,1
1029,717,V,71,191.5,192,650,95.5
1029,718,H,82,12,12.5,-1000,6.5
1029,719,V,94,210.5,206.5,300,104.5
1029,720,H,98,7,8,-360,4.5
1029,721,V,108,5,7.5,-300,5
1029,722,H,103,207,206.5,250,103
1029,723,V,117,8.5,10,-600,98.5
1029,724,H,79,203,197.5,400,pk
1030,501,V,79,184,183,350,1
1030,502,H,96,9.5,9,-500,91
1030,503,V,112,192.5,190,145,95
1030,504,H,102,3.5,3.5,-165,3
1030,505,V,108,196,199,135,99
1030,506,H,95,2,3,-155,5.5
1031,701,V,108,205,207,240,102.5
1031,702,H,112,7.5,6.5,-280,4
1031,703,V,87,217,214.5,300,105.5
1031,704,H,116,8,8,-360,0.5
1031,705,V,77,205,204,240,1
1031,706,H,103,5.5,6.5,-280,99
1031,707,V,84,6.5,7.5,-320,0.5
1031,708,H,86,190,193.5,260,96.5
1031,709,V,80,191,189,450,94
1031,710,H,96,8.5,10,-600,0.5
1031,711,V,113,1.5,1.5,-120,5.5
1031,712,H,103,200.5,196.5,100,96.5
1031,713,V,99,1.5,2,-130,2
1031,714,H,100,178,175,110,87
1101,501,V,88,194.5,190.5,120,94
1101,502,H,95,3.5,2,-140,4
1101,503,V,87,192,188,120,2
1101,504,H,100,2,2.5,-140,93
1101,505,V,79,5.5,6,-260,5
1101,506,H,95,191.5,193.5,220,96.5
1101,507,V,103,202,199,450,97
1101,508,H,121,9.5,11,-650,3.5
1101,509,V,105,207,206,165,103.5
1101,510,H,97,5.5,4,-185,3
1101,511,V,109,180,179,350,90.5
1101,512,H,117,10.5,9,-500,7
1101,513,V,95,4,6,-250,2.5
1101,514,H,85,204,199.5,210,99.5
1101,515,V,92,189.5,185,135,93
1101,516,H,104,4,3.5,-155,2
1101,517,V,91,193.5,189.5,-105,93.5
1101,518,H,87,1,pk,-115,0.5
1101,519,V,86,194,190.5,310,96
1101,520,H,96,9,8,-380,6.5
1101,521,V,77,192,192.5,800,95
1101,522,H,89,14,14.5,-1300,9
1101,523,V,79,194,189.5,800,93
1101,524,H,101,14,13.5,-1300,9
