1030,501,V,84,191,190.5,210,0.5
1030,502,H,94,5.5,6,-250,94.5
1030,503,V,107,184,187.5,240,95
1030,504,H,120,8,6.5,-280,1
1030,505,V,99,187,186.5,400,94
1030,506,H,91,8.5,8.5,-500,7
1031,701,V,90,3.5,1,-120,1.5
1031,702,H,88,188.5,190,100,96
1031,703,V,75,201,2,-130,3
1031,704,H,84,2,197.5,110,97
1031,705,V,105,188,194,115,97.5
1031,706,H,96,3,2.5,-135,0.5
1031,707,V,99,6,7,-305,6
1031,708,H,95,189,186.5,255,93
1031,709,V,87,189,191,235,94
1031,710,H,93,7.5,6.5,-275,2.5
1031,711,V,94,190.5,194.5,330,98
1031,712,H,113,7,8,-400,6.5
1031,713,V,87,201.5,202,120,100.5
1031,714,H,85,3.5,2,-140,2.5
1031,715,V,92,187.5,188,155,93.5
1031,716,H,101,4.5,4.5,-175,5
1031,717,V,106,3.5,2,-135,2.5
1031,718,H,116,190.5,192,115,97.5
1101,503,V,84,201,204,110,0.5
1101,504,H,86,3,2,-130,101
1102,701,V,89,6.5,7,-300,3
1102,702,H,90,185,183,250,90.5
1102,703,V,89,5.5,6,-250,7.5
1102,704,H,102,197,197,210,97.5
1102,705,V,109,199,203,180,100.5
1102,706,H,102,5.5,5,-220,5
1102,707,V,99,193,196.5,270,96
1102,708,H,88,7.5,7,-330,8.5
1102,709,V,115,2.5,3,-150,4.5
1102,710,H,86,184,184,130,90
1102,711,V,86,3.5,3.5,-165,2
1102,712,H,88,189,191.5,145,96.5
1102,713,V,80,195.5,195.5,130,1
1102,714,H,92,3,3,-150,96.5
1102,715,V,92,201.5,204.5,350,100
1102,716,H,106,9.5,8.5,-450,3
1102,717,V,84,5.5,6,-260,7
1102,718,H,104,194,198.5,220,98
1102,719,V,89,194.5,195,170,97.5
1102,720,H,92,4,4.5,-200,pk
1102,721,V,104,191.5,1.5,-108,97
1102,722,H,94,1,192,-102,0.5
1102,723,V,105,190,2,-130,96.5
1102,724,H,95,5,191.5,110,1
1103,501,V,89,6,5.5,-240,1.5
1103,502,H,86,192.5,191,200,95.5
1103,503,V,98,192.5,189,285,93.5
1103,504,H,106,8.5,7.5,-345,pk
1103,505,V,116,205,199.5,355,99
1103,506,H,119,9,8.5,-445,6.5
1103,507,V,100,191,194,200,97.5
1103,508,H,107,6,5.5,-235,0.5
1103,509,V,89,184.5,181.5,455,88
1103,510,H,82,9,9.5,-580,6.5
1103,511,V,95,201,206,195,102.5
1103,512,H,85,5,5.5,-230,0.5
1103,513,V,99,187,187,475,93.5
1103,514,H,126,11,10,-625,3
1103,515,V,100,199,201.5,275,1
1103,516,H,110,7,7.5,-335,99.5
1103,517,V,102,195.5,197.5,250,98
1103,518,H,105,6,7,-300,2
1103,519,V,114,195,198,360,98
1103,520,H,110,8.5,8.5,-460,7.5
1104,701,V,84,188,187.5,140,1.5
1104,702,H,100,4.5,3.5,-160,93.5
1104,703,V,86,187,189,140,1
1104,704,H,105,3.5,3.5,-160,95
1104,705,V,94,194.5,193.5,-110,97.5
1104,706,H,115,1.5,pk,-110,2.5
1104,707,V,104,199,199,425,97.5
1104,708,H,95,10.5,9.5,-550,4.5
1104,709,V,79,192,190,300,3
1104,710,H,108,8.5,8,-360,93.5
1105,501,V,110,185.5,184,120,91.5
1105,502,H,88,4.5,2.5,-140,3
1105,503,V,99,198,202.5,1100,101
1105,504,H,124,12.5,13,-1700,3.5
1105,505,V,107,193,194.5,290,0.5
1105,506,H,96,8,7.5,-350,97.5
1105,507,V,94,196,195.5,175,99
1105,508,H,103,5,5,-210,5
1105,509,V,91,195,198,155,99
1105,510,H,114,5,4,-175,2
1105,511,V,79,197,194,335,94.5
1105,512,H,101,7,8.5,-410,1.5
1105,513,V,92,199.5,198,105,1.5
1105,514,H,94,2,2,-125,97
1105,515,V,108,195,199.5,500,100.5
1105,516,H,101,10.5,10,-700,9.5
1106,701,V,93,186,186,415,93.5
1106,702,H,99,9.5,9,-520,7
1106,703,V,88,199,197.5,400,97
1106,704,H,108,10,9,-505,pk
1106,705,V,97,198,199.5,495,100
1106,706,H,109,10,10,-670,4
1107,501,V,117,3,2.5,-150,97
1107,502,H,110,191,194,130,2.5
1107,503,V,94,188,186.5,455,93
1107,504,H,100,10.5,9.5,-610,8.5
1107,505,V,73,207.5,208,475,101.5
1107,506,H,103,10.5,10.5,-650,3
1107,507,V,86,189.5,191.5,155,96
1107,508,H,89,3,4,-175,2.5
1107,509,V,75,194,193.5,210,95.5
1107,510,H,90,6,6,-250,2.5
1107,511,V,77,1,1.5,-117,pk
1107,512,H,62,182,179,106,88
1107,513,V,93,204.5,204,125,100.5
1107,514,H,87,2,2.5,-145,5.5
1107,515,V,108,1,196.5,102,97
1107,516,H,90,197.5,1,-113,4
1107,517,V,104,198,197,250,97
1107,518,H,109,6,7,-300,0.5
1107,519,V,86,195,198,125,2.5
1107,520,H,95,3,3,-145,99
1107,521,V,103,191.5,193,230,96.5
1107,522,H,105,5,7,-270,1
1107,523,V,96,202,201,200,101
1107,524,H,106,5,6,-240,0.5
1107,525,V,84,1,1.5,-108,1.5
1107,526,H,106,199.5,204.5,-102,100.5
1108,701,V,97,1.5,2.5,-145,2
1108,702,H,91,201.5,190,125,95.5
1108,703,V,103,1.5,201.5,100,99
1108,704,H,90,201,pk,-110,5
1109,501,V,101,3,3.5,-160,96.5
1109,502,H,91,189.5,192.5,140,1
1109,503,V,107,2.5,2.5,-155,95.5
1109,504,H,68,196.5,195,135,5
1109,505,V,106,179.5,180.5,190,91
1109,506,H,100,6,5.5,-230,6
1109,507,V,94,197.5,198.5,220,100
1109,508,H,104,6,6.5,-260,5.5
1109,509,V,95,5.5,4,-190,3
1109,510,H,89,202,197.5,165,96.5
1109,511,V,85,196.5,194,250,95.5
1109,512,H,93,7,7,-300,6.5
1109,513,V,99,181,181,245,91
1109,514,H,107,6.5,7.5,-290,1
1109,515,V,94,198.5,197,625,97
1109,516,H,105,12,11.5,-850,5
1109,517,V,94,182.5,183,110,91.5
