1104,517,V,97,10.5,11.5,-900,13.5
1104,518,H,117,226.5,228.5,600,115
1105,701,V,92,207,209½,170,103
1105,702,H,112,5,4½,-200,½
1105,703,V,86,203,201,170,97½
1105,704,H,103,3½,4½,-200,pk
1105,705,V,102,13,12,-1000,3
1105,706,H,101,204½,210,700,103½
1105,707,V,86,205,201,220,99
1105,708,H,88,1½,6½,-270,6½
1105,709,V,94,215,209½,145,3½
1105,710,H,111,2½,3½,-165,103
1105,711,V,97,217,218,135,107½
1105,712,H,112,3,3½,-155,pk
1105,713,V,91,203,202½,145,2½
1105,714,H,117,2½,3½,-165,98½
1105,715,V,116,195½,197½,170,99½
1105,716,H,92,5½,4½,-200,7½
1106,501,V,114,194,2½,-140,2½
1106,502,H,109,1½,193,120,101½
1106,503,V,100,1½,204½,-110,1
1106,504,H,94,203½,pk,-110,101½
1106,505,V,96,201,197½,270,101
1106,506,H,91,10,7,-330,2
1106,507,V,75,198,199½,135,1½
1106,508,H,86,2,3,-155,97½
1106,509,V,123,212,212½,270,105
1106,510,H,107,7,7,-330,9
1106,511,V,108,216,216,155,1½
1106,512,H,119,3,4,-175,113
1107,701,V,100,206,205,120,5
1107,702,H,122,3,2.5,-140,101
1107,703,V,114,219,220.5,-105,108
1107,704,H,106,1.5,pk,-115,3
1107,705,V,109,8,5,-200,pk
1107,706,H,84,193.5,189.5,170,98.5
1107,707,V,85,203,203,190,99
1107,708,H,97,6.5,5.5,-230,1
1107,709,V,80,205,198.5,240,98
1107,710,H,112,7,7,-300,1.5
1107,711,V,82,196,196.5,305,3
1107,712,H,114,8.5,8,-375,96.5
1107,713,V,106,224,220.5,1700,107.5
1107,714,H,116,16,16.5,-5000,6
1108,501,V,110,205,208,300,108½
1108,502,H,106,8½,7½,-360,7½
1108,503,V,110,3½,4½,-185,4
1108,504,H,119,204,208,165,103½
1108,505,V,107,201,202,145,98
1108,506,H,108,2,3½,-165,2½
1108,507,V,121,215½,220,330,115½
1108,508,H,124,8½,8½,-400,2
1108,509,V,94,203,205,240,101½
1108,510,H,102,5½,6½,-280,3½
1108,511,V,109,205½,203½,165,101
1108,512,H,97,4½,4½,-185,5½
1109,701,V,123,200,201½,120,95½
1109,702,H,107,pk,2½,-140,7½
1109,703,V,96,211,215,300,106
1109,704,H,110,7½,8,-360,7
1109,705,V,93,1½,213,105,4½
1109,706,H,118,214,1½,-125,110
1109,707,V,98,192,193,130,100½
1109,708,H,104,2,3,-150,3½
1109,709,V,115,209,213,650,103½
1109,710,H,122,11½,11½,-1000,10
1109,711,V,107,203,203,140,100
1109,712,H,115,3½,3½,-160,pk
1109,713,V,112,199½,203½,135,101
1109,714,H,102,3½,3½,-155,4
1109,715,V,100,2½,4½,-180,5½
1109,716,H,107,203,206,160,103½
1109,717,V,101,212½,211½,350,103½
1109,718,H,99,7,8½,-420,7½
1109,719,V,80,207,210,500,½
1109,720,H,111,8½,10½,-700,102
1109,721,V,95,209½,206,1900,99
1109,722,H,116,16½,18½,-9000,4
1110,501,V,112,205.5,207,175,101
1110,502,H,106,5.5,5,-205,4.5
1110,503,V,98,198,201,-103,98
1110,504,H,95,pk,1,-117,pk
1110,505,V,125,6.5,6.5,-270,107
1110,506,H,101,221.5,223,220,0.5
1110,507,V,101,210,211,185,1
1110,508,H,91,4.5,5.5,-215,104.5
1111,701,V,105,5,5,-210,4
1111,702,H,109,213,213½,175,104½
1111,703,V,87,4,5½,-200,2
1111,704,H,74,192,191,170,99
1111,705,V,105,6½,7½,-350,4½
1111,706,H,94,208½,210½,275,104½
1111,707,V,113,198,204,-115,99½
1111,708,H,111,3,pk,-105,3½
1111,709,V,87,217,214,160,105½
1111,710,H,115,6,4½,-180,pk
1111,711,V,110,4½,5,-200,3½
1111,712,H,108,202½,206,170,103½
1111,713,V,86,195,194,375,97
1111,714,H,96,9,9,-550,8
1111,715,V,120,211,208,270,104
1111,716,H,122,5½,6½,-340,2½
1112,501,V,105,221,1½,-125,109½
1112,502,H,99,2½,211½,105,pk
1112,503,V,126,213,216½,-115,108
1112,504,H,99,1½,pk,-105,pk
1112,505,V,107,207,208½,260,102½
1112,506,H,118,8,7½,-320,6½
1112,507,V,96,205,207½,1200,102½
1112,508,H,117,13½,14½,-2500,5
1112,509,V,106,2,1½,-130,110
1112,510,H,100,209½,208,110,1½
1112,511,V,119,6,5,-220,102½
1112,512,H,105,204,207,180,½
1112,513,V,95,203½,199½,425,99
1112,514,H,106,9,10,-650,8
1112,515,V,102,2½,2,-120,99½
1112,516,H,91,187½,186,100,1
1112,517,V,96,200,202,125,99
1112,518,H,106,3,3,-145,pk
1112,519,V,122,217½,218½,170,114½
1112,520,H,104,5,4½,-200,6½
1112,521,V,106,202½,202,175,99½
1112,522,H,95,3½,5,-210,5½
1113,701,V,93,209,207½,260,103½
1113,702,H,100,8,7,-320,6
1113,703,V,99,215,213½,-110,6
1113,704,H,125,4½,pk,-110,103
1113,705,V,119,204,203,375,100½
1113,706,H,117,9,9½,-550,8½
1113,707,V,120,230,227,1500,118½
1113,708,H,133,16,17,-5000,9
1113,709,V,105,217,216,265,106½
1113,710,H,112,4,7½,-330,6½
1114,501,V,69,207,206½,290,102
1114,502,H,88,6,8,-350,4
1114,503,V,88,200,1,-120,4
1114,504,H,104,2,203½,100,100
1114,505,V,77,204,202½,155,99½
1114,506,H,93,4½,4,-175,4½
1114,507,V,105,5.5,3½,-165,3½
1114,508,H,106,211½,212,145,112½
1114,509,V,88,215,216,650,104½
1114,510,H,115,11½,11,-1000,3
1114,511,V,90,191,193½,550,93½
1114,512,H,94,11,11,-800,2
1114,513,V,102,187,190,220,94
1114,514,H,96,6,6,-260,6
1114,515,V,95,211,211½,1500,109½
1114,516,H,127,15,16½,-5000,3½
1115,701,V,117,207,210,210,103½
1115,702,H,121,6,6,-250,2
1115,703,V,93,5½,6½,-265,2
1115,704,H,90,198,198½,225,104
1115,705,V,115,1½,1,-120,3½
1115,706,H,108,206,205,100,100
1115,707,V,113,212,209½,170,104½
1115,708,H,88,2½,4½,-190,7
1115,709,V,118,219,219,245,113
1115,710,H,125,7,7,-290,2½
1116,501,V,93,5,208½,130,100½
1116,502,H,103,213,3,-150,½
1116,503,V,82,201,199,270,98½
1116,504,H,89,5,7,-330,pk
1116,505,V,102,5,7,-290,7
1116,506,H,109,208,203½,245,100
1116,507,V,100,207,210½,190,2½
1116,508,H,107,8½,5½,-220,104
1116,509,V,83,204½,199½,210,98
1116,510,H,90,8,6,-250,1
1116,511,V,102,203,201,105,½
1116,512,H,105,3½,1½,-125,99
1116,513,V,127,3,6,-240,109½
1116,514,H,121,219,222½,200,pk
1116,515,V,103,218½,219½,120,107
1116,516,H,105,1½,2½,-140,1
1116,517,V,104,218½,220,165,3
1116,518,H,120,5,4½,-185,114
1116,519,V,110,6½,5½,-230,104
1116,520,H,105,194,197½,195,½
1116,521,V,111,202½,201,750,101½
1116,522,H,107,11½,12½,-1200,11½
1117,701,V,112,205½,208½,175,1
1117,702,H,119,3,5,-200,102½
1117,703,V,73,198,202½,150,100
1117,704,H,96,3½,4,-170,2½
1117,705,V,109,220,220,190,108
1117,706,H,126,5,5½,-220,3½
1117,707,V,86,214,211,600,½
1117,708,H,110,10,12,-900,101
1117,709,V,85,1955.5,192½,135,96½
1117,710,H,77,3.5,3,-155,1
1118,501,V,116,219,216,155,114
1118,502,H,96,8,4,-175,4½
1118,503,V,96,206,208,110,109
1118,504,H,100,3,2,-130,pk
1118,505,V,81,205,202½,350,½
1118,506,H,104,10,9,-420,98
1118,507,V,105,218,216½,400,108½
1118,508,H,124,9,9½,-500,5
1118,509,V,104,7,8½,-400,2½
1118,510,H,88,225,226,330,109
1118,511,V,101,2,213½,-110,4½
1118,512,H,113,214½,pk,-110,106
1118,513,V,80,191½,4,-175,½
1118,514,H,64,1½,186,155,91
1118,515,V,113,4,3½,-160,4
1118,516,H,111,216,213,140,104½
1118,517,V,121,7,8½,-370,100
1118,518,H,115,204½,202½,310,pk
1118,519,V,116,5½,8,-360,5
1118,520,H,107,208,210,300,109
1119,701,V,102,200,201,240,105
1119,702,H,111,3½,6½,-280,pk
1119,703,V,94,201,199,110,106
1119,704,H,92,2½,2,-130,1½
1119,705,V,87,184,179½,300,91
1119,706,H,95,5½,7½,-360,5½
1119,707,V,114,198½,198½,175,98½
1119,708,H,111,4½,4½,-200,4
1119,709,V,116,5,2,-135,2
1119,710,H,121,206,205½,115,101
1119,711,V,105,2,2,-135,4
1119,712,H,120,215,211,115,111½
1119,713,V,71,204½,1,-115,1
1119,714,H,93,pk,200,-105,98½
1119,715,V,124,9½,9,-420,5
1119,716,H,121,223,218,350,108½
1119,717,V,95,205½,203½,320,101½
1119,718,H,102,7½,8,-380,8
1120,501,V,94,2½,4½,-185,5
1120,502,H,104,210,208½,165,109½
1120,503,V,129,4,4½,-180,1
1120,504,H,109,221,219,160,106½
1120,505,V,115,211½,210½,400,104
1120,506,H,111,9,9½,-500,7½
1120,507,V,91,198,197½,155,1½
1120,508,H,105,2,4,-175,102½
1120,509,V,99,4½,3½,-165,1
1120,510,H,102,208,211½,145,104½
1120,511,V,118,3.5,209½,125,104½
1120,512,H,110,211½,2½,-145,2
1121,701,V,101,219,220,270,116
1121,702,H,106,7½,7½,-330,3
1121,703,V,120,11½,14½,-2000,3
1121,704,H,83,222½,219,1000,108½
1121,705,V,94,4,4,-175,4½
1121,706,H,101,198,201½,155,99
1121,707,V,105,196½,197½,180,98
1121,708,H,90,6,5½,-210,8
1121,709,V,99,204,2½,-140,103
1121,710,H,96,1,209,120,pk
1121,711,V,89,200,200½,240,99
1121,712,H,93,5½,7,-280,2½
1121,713,V,99,1,2,-130,3½
1121,714,H,93,210,207½,110,110
1121,715,V,91,180,186½,1000,93
1121,716,H,96,17,13½,-2000,9½
1121,717,V,115,210½,207,375,102½
1121,718,H,123,7,8½,-450,3
1122,501,V,112,208,209,305,103.5
1122,502,H,94,8,8.5,-375,10.5
1122,503,V,103,215.5,217,-105,107
1122,504,H,107,2,1,-115,0.5
1122,505,V,107,1,1.5,-120,1.5
1122,506,H,110,207.5,207.5,100,102.5
1122,507,V,109,1.5,3,-160,3.5
1122,508,H,111,220,220.5,140,108.5
1123,701,V,92,206½,209½,150,109½
1123,702,H,87,4½,4,-170,4
1123,703,V,125,218½,219,650,105½
1123,704,H,137,11,11½,-1000,½
1123,705,V,96,2½,1,-120,106½
1123,706,H,85,208,204½,100,½
1123,707,V,119,3-115,5½,-230,5
1123,708,H,114,198½,201,195,106
1123,709,V,104,5,6,-220,6
1123,710,H,99,197½,195½,190,97½
1123,711,V,84,190,188½,170,2
1123,712,H,107,4½,4½,-190,92½
1123,713,V,111,7,7,-320,4
1123,714,H,92,213,215,265,112
1123,715,V,115,219,216½,155,105½
1123,716,H,102,3,4,-175,6½
1123,717,V,124,9,10,-600,96
1123,718,H,104,191½,193,450,½
1123,719,V,83,196½,199,300,98½
1123,720,H,108,4½,8,-360,3
1123,721,V,96,210,2½,-145,2
1123,722,H,117,pk,210,125,103
1123,723,V,101,208,214,105,105
1123,724,H,116,1,2,-125,pk
1123,725,V,106,231,230,2000,112½
1123,726,H,149,16,18,-9900,2½
1125,701,V,109,2½,4,-165,4
1125,702,H,103,203½,201,145,107
1125,703,V,94,1,2,-130,96
1125,704,H,91,201,198½,110,2
1125,705,V,111,209½,1½,-125,104
1125,706,H,113,pk,211,105,pk
1125,707,V,90,203,201,800,98½
1125,708,H,128,16,13,-1400,pk
1125,709,V,97,6½,6½,-260,6½
1125,710,H,108,199,200,220,98½
1125,711,V,105,8,9½,-500,2½
1125,712,H,89,203½,205,400,100½
1125,713,V,68,194,195½,140,3
1125,714,H,95,2½,3½,-160,104
1125,715,V,105,3,3½,-155,1
1125,716,H,99,211,207½,135,102½
1125,717,V,90,185½,185,180,91
1125,718,H,81,6.5,5,-210,4
1125,719,V,97,214,213½,190,2
1125,720,H,118,8,5½,-220,109
1125,721,V,98,1½,2,-130,3
1125,722,H,85,216,214½,110,107½
1125,723,V,132,1½,3,-150,2
1125,724,H,129,213½,215,130,104½
1125,725,V,104,219,217½,145,2
1125,726,H,119,4½,4,-165,108½
1125,727,V,117,3,3½,-165,103½
1125,728,H,104,216,217,145,3½
1125,729,V,109,12,14,-1800,5½
1125,730,H,85,233,230½,950,113
1126,501,V,102,209,207,200,1
1126,502,H,107,6,5½,-240,101½
1126,503,V,112,5,6,-260,107½
1126,504,H,100,203,206,220,pk
1126,505,V,88,203,203,160,1
1126,506,H,106,5,4½,-180,99½
1126,507,V,110,184,1,-120,½
1126,508,H,107,pk,187,100,93½
1126,509,V,102,223,222½,800,110
1126,510,H,115,14,12½,-1400,5
1127,701,V,112,12.5,11,-900,10.5
1127,702,H,108,209.5,209.5,600,104
1127,703,V,120,215.5,213,120,106.5
1127,704,H,114,1,2.5,-140,6.5
1127,705,V,122,3,5,-205,4.5
1127,706,H,105,218,219.5,175,108
1127,707,V,104,1,196.5,115,98
1127,708,H,96,194,2,-135,2
1127,709,V,70,10.5,12,-800,11
1127,710,H,91,207.5,206,575,103
1127,711,V,81,2.5,5,-205,4.5
1127,712,H,91,200.5,197,175,98
1127,713,V,130,1.5,1,-115,113
1127,714,H,114,225,227,-105,0.5
1127,715,V,94,4,6,-245,6.5
1127,716,H,109,212,209,205,110.5
1128,501,V,95,210,209.5,175,103.5
1128,502,H,101,4.5,5,-205,4.5
1128,503,V,95,213.5,206.5,1000,101.5
1128,504,H,122,14.5,15,-2000,5.5
1128,505,V,112,214.5,1,-115,0.5
1128,506,H,103,pk,216,-105,106.5
1128,507,V,112,3.5,4.5,-180,105
1128,508,H,104,196,201.5,160,2.5
1128,509,V,112,pk,3,-150,0.5
1128,510,H,103,196,193,130,101
1128,511,V,104,196,2,-130,98
1128,512,H,85,2.5,198,110,4
1128,513,V,100,218,219,950,114
1128,514,H,105,13,13.5,-1650,10
1129,701,V,112,196,199½,145,99
1129,702,H,89,4,3½,-165,6
1129,703,V,122,12,11,-750,2½
1129,704,H,127,219,212½,525,102½
1129,705,V,101,7½,7½,-330,7½
1129,706,H,118,211,213½,270,105½
1129,707,V,88,217,218½,200,3
1129,708,H,105,5,5½,-240,107
1129,709,V,95,197,194½,800,95½
1129,710,H,83,14½,12½,-1400,9
1129,711,V,101,204,1½,-120,4
1129,712,H,120,1,204½,100,100
1130,503,V,105,195.5,195,850,95
1130,504,H,120,10,13.5,-1450,8.5
1130,505,V,121,197.5,201,215,98
1130,506,H,114,7,6.5,-265,6
1130,507,V,115,212,216,170,106
1130,508,H,126,5.5,5,-200,1
1130,509,V,106,211.5,211.5,155,103
1130,510,H,104,3.5,3.5,-175,4.5
1130,511,V,96,212,209.5,465,103.5
1130,512,H,90,10,10.5,-615,7
1130,513,V,94,10,8.5,-425,5
1130,514,H,87,192,186.5,345,97.5
1130,515,V,106,205,208,220,103.5
1130,516,H,98,4.5,6.5,-270,6.5
1130,517,V,107,6.5,3,-165,4
1130,518,H,109,209.5,211,145,111
1130,519,V,109,215,209,250,1
1130,520,H,131,7.5,7.5,-315,104
1201,701,V,87,194,192½,650,96
1201,702,H,97,9½,12,-1000,6½
1201,703,V,111,3½,5½,-210,3½
1201,704,H,93,216½,215,180,105½
1201,705,V,113,215½,215,150,106
1201,706,H,94,4,3½,-170,4½
1201,707,V,94,181½,4,-170,3½
1201,708,H,95,2,191,150,95
1201,709,V,111,189,186½,230,91½
1201,710,H,110,9,6½,-270,6½
1201,711,V,132,230,232½,525,113
1201,712,H,127,9½,11½,-750,9
1202,501,V,105,1,198½,-110,98
1202,502,H,88,196,pk,-110,2½
1202,503,V,80,216,214,400,1
1202,504,H,113,10½,9½,-500,104½
1202,505,V,92,208,210½,210,103½
1202,506,H,97,7,6,-250,4
1202,507,V,114,210,2½,-145,4½
1202,508,H,118,3½,210½,125,104½
1202,509,V,121,194,199½,105,98
1202,510,H,85,3½,1½,-125,5½
1202,511,V,105,1½,1½,-120,1½
1202,512,H,111,210,209,100,102½
1202,513,V,114,4.5,4,-180,2½
1202,514,H,96,207,205½,160,101½
1202,515,V,105,203,204,375,100½
1202,516,H,107,9,9,-450,7½
1202,517,V,128,1½,221½,140,107
1202,518,H,110,222,3½,-160,5
1203,701,V,103,217,214½,425,113
1203,702,H,112,9½,10,-550,2½
1203,703,V,125,206½,211,210,103½
1203,704,H,120,5½,6,-250,2½
1203,705,V,84,207,206½,330,108
1203,706,H,128,8½,8½,-400,pk
1203,707,V,107,8½,10,-550,9½
1203,708,H,106,205,207½,425,110½
1203,709,V,100,203,198,125,97
1203,710,H,103,pk,2½,-145,3½
1203,711,V,82,5½,3½,-165,5
1203,712,H,107,189,190½,145,93½
1203,713,V,98,197½,200½,260,99
1203,714,H,105,5½,7½,-310,4
1203,715,V,92,214½,216,205,106
1203,716,H,99,6½,6,-245,1½
1203,717,V,109,228½,228,1600,120
1203,718,H,138,16½,16½,-6000,7
1204,501,V,98,192,195.5,260,96
1204,502,H,92,7,7.5,-325,6.5
1204,503,V,92,213,214.5,210,0.5
1204,504,H,101,6,6,-260,107
1204,505,V,98,210,209.5,-105,4
1204,506,H,106,3,1,-115,103
1204,507,V,111,204,207,550,103
1204,508,H,102,12,11.5,-750,6
1205,701,V,106,4,3½,-165,3½
1205,702,H,98,211,210,145,103½
1205,703,V,102,209½,212½,155,104½
1205,704,H,99,pk,4,-175,3½
1205,705,V,116,216,214½,105,105½
1205,706,H,112,2,1½,-125,1
1205,707,V,118,4½,6½,-275,7½
1205,708,H,113,217,218,235,106
1205,709,V,110,200,196½,155,97
1205,710,H,108,6½,4,-175,2
1205,711,V,112,216½,212½,155,105
1205,712,H,110,6½,4,-175,4½
1205,713,V,97,5,6,-240,7
1205,714,H,96,203½,203,200,107
1205,715,V,106,219½,218,190,114
1205,716,H,107,4½,5½,-220,pk
1205,717,V,109,4,3½,-165,4½
1205,718,H,101,190,193½,145,96
1205,719,V,107,2½,4,-180,1.5
1205,720,H,101,197½,198,160,105
1205,721,V,106,221,224,1100,110
1205,722,H,142,13½,15,-2100,1.5
1206,501,V,124,195,200½,130,98
1206,502,H,116,4½,3,-150,5
1206,503,V,91,198,201½,195,96½
1206,504,H,102,4,5½,-230,½
1206,505,V,114,202½,205½,100,101
1206,506,H,103,2,1,-120,½
1206,507,V,91,195,194½,250,94½
1206,508,H,96,8½,7,-300,3
1206,509,V,105,4,4,-180,5
1206,510,H,91,206,205½,160,108½
1206,511,V,105,204,204,250,2
1206,512,H,112,9,7,-300,107½
1207,701,V,77,204,202½,190,101
1207,702,H,87,4,5½,-220,4
1207,703,V,117,3,1,-115,½
1207,704,H,87,200½,195½,-105,103
1207,705,V,111,4½,4½,-185,7
1207,706,H,116,221,221½,165,107
1207,707,V,95,198,203½,375,100½
1207,708,H,103,6½,9,-450,3
1207,709,V,95,222,222½,1000,106½
1207,710,H,134,11½,13½,-2000,3½
1207,711,V,126,7,8,-380,105
1207,712,H,94,217,213½,320,pk
1207,713,V,107,218,214½,105,105
1207,714,H,115,2,1½,-125,2½
1207,715,V,120,2,3,-150,½
1207,716,H,89,190,196,130,97½
1207,717,V,109,3,4,-170,5
1207,718,H,94,217,215,150,106½
1207,719,V,115,3½,4,-165,113½
1207,720,H,98,223,224½,145,2
1208,501,V,85,218,217½,195,107½
1208,502,H,92,5,5½,-230,4½
1208,503,V,110,215½,214,400,103
1208,504,H,124,8,9½,-500,6½
1208,505,V,86,205½,2½,-130,101
1208,506,H,88,3,206½,110,pk
1208,507,V,99,205,205,205,100½
1208,508,H,88,9½,6,-245,2
1208,509,V,106,5,11,-800,2½
1208,510,H,99,214,208,550,103
1208,511,V,91,3,3½,-160,6½
1208,512,H,95,199,200½,140,106½
1209,701,V,88,199½,203½,240,100½
1209,702,H,109,7,6½,-280,1½
1209,703,V,84,210½,208,600,101
1209,704,H,114,13,12,-900,3½
1209,705,V,101,208½,207½,120,1½
1209,706,H,94,3,2½,-140,103
1209,707,V,114,205½,205½,135,4
1209,708,H,110,2,3,-155,107½
1209,709,V,117,1,3,-155,99½
1209,710,H,90,204,202½,135,pk
1209,711,V,102,224,1,-120,107½
1209,712,H,99,1,224,100,1½
1209,713,V,103,4½,3½,-165,4
1209,714,H,111,198½,199½,145,98½
1209,715,V,103,211,210,190,103½
1209,716,H,100,4,5½,-220,4½
1209,717,V,119,217,221½,105,117
1209,718,H,115,3,1½,-125,4
1210,501,V,121,1,2,-125,100
1210,502,H,113,203.5,205.5,105,1.5
1210,503,V,105,208,209.5,160,104
1210,504,H,110,4.5,4.5,-180,3
1210,505,V,111,216,pk,-115,106.5
1210,506,H,118,1,217,-105,2
1210,507,V,105,212,214.5,285,106.5
1210,508,H,116,7.5,8,-350,pk
1210,509,V,87,207,208,700,102.5
1210,510,H,109,13,12,-1000,3.5
1210,511,V,100,198,201,380,98.5
1210,512,H,105,9.5,9.5,-475,6.5
1210,513,V,89,10.5,13,-1300,13
1210,514,H,110,209,211.5,800,104.5
1210,515,V,101,212,211.5,1050,110.5
1210,516,H,130,14.5,16,-2650,5
1210,517,V,84,198.5,196.5,210,96.5
1210,518,H,104,7,6,-260,4
1210,519,V,105,203.5,200,1000,99
1210,520,H,133,13,15.5,-2000,7.5
1211,701,V,97,199.5,198,700,95
1211,702,H,79,12.5,12,-1000,12.5
1211,703,V,96,209,207.5,135,108
1211,704,H,99,4.5,3,-155,2.5
1211,705,V,116,9.5,10,-520,6.5
1211,706,H,108,223,226.5,400,111.5
1211,707,V,120,208,216,105,1.5
1211,708,H,119,4.5,2,-125,107.5
1211,709,V,118,2,2.5,-140,2
1211,710,H,112,217.5,217,120,107.5
1212,501,V,94,210½,208½,-110,1
1212,502,H,110,pk,pk,-110,103½
